SoPlex version 4.0.0 [mode: optimized] [precision: 8 byte] [rational: GMP 6.1.2] [githash: 82cab95]
Copyright (c) 1996-2018 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

int:simplifier = 0
int:scaler = 5
int:readmode = 1
int:solvemode = 2
int:checkmode = 2
real:feastol = 1.00000000e-20
real:opttol = 1.00000000e-20
real:timelimit = 3.00000000e+02

Reading (rational) LP file <Simulation.lp> . . .
Reading took 0.88 seconds.

LP has 16976 rows 21424 columns and 116419 nonzeros.

Initial floating-point solve . . .
Least squares LP scaling

type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    2.1 |   10384 |    65 | 1.16e-02 |  4.11e+05 | 1.49207324e+09

Relaxing tolerances.
Least squares LP scaling

 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    0.0 |       0 |     1 | 1.00e+07 |  0.00e+00 | 0.00000000e+00
 --- active pricer: Devex
  L  |    0.0 |       0 |     1 | 0.00e+00 |  1.00e+07 | 0.00000000e+00
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    0.0 |      12 |     1 | 0.00e+00 |  1.62e+06 | 0.00000000e+00
  L  |    0.0 |     212 |     2 | 0.00e+00 |  1.67e+06 | 0.00000000e+00
  L  |    0.0 |     412 |     3 | 0.00e+00 |  2.48e+06 | 0.00000000e+00
  L  |    0.0 |     612 |     4 | 0.00e+00 |  2.15e+06 | 0.00000000e+00
  L  |    0.1 |     812 |     5 | 0.00e+00 |  2.01e+06 | 0.00000000e+00
  L  |    0.1 |    1012 |     6 | 0.00e+00 |  1.73e+06 | 0.00000000e+00
  L  |    0.1 |    1212 |     7 | 0.00e+00 |  1.78e+06 | 0.00000000e+00
  L  |    0.1 |    1412 |     8 | 0.00e+00 |  7.82e+05 | 0.00000000e+00
  L  |    0.1 |    1612 |     9 | 0.00e+00 |  5.93e+05 | 0.00000000e+00
  L  |    0.1 |    1812 |    10 | 0.00e+00 |  4.29e+05 | 0.00000000e+00
  L  |    0.1 |    2012 |    11 | 0.00e+00 |  8.13e+05 | 0.00000000e+00
  L  |    0.1 |    2212 |    12 | 4.48e-03 |  3.81e+05 | 3.33671762e-02
  L  |    0.2 |    2412 |    13 | 4.48e-03 |  4.35e+05 | 3.33671762e-02
  L  |    0.2 |    2612 |    14 | 4.48e-03 |  4.75e+05 | 3.33671762e-02
  L  |    0.3 |    2812 |    15 | 4.48e-03 |  8.27e+05 | 3.33671762e-02
  L  |    0.3 |    3012 |    16 | 4.48e-03 |  2.99e+05 | 3.33671762e-02
  L  |    0.4 |    3212 |    17 | 1.84e-01 |  1.84e+05 | 8.92252266e-01
  L  |    0.4 |    3412 |    18 | 1.84e-01 |  2.25e+05 | 7.73608741e-01
  L  |    0.5 |    3612 |    19 | 1.84e-01 |  2.00e+05 | 7.17989995e-01
  L  |    0.5 |    3812 |    20 | 1.84e-01 |  2.43e+05 | 6.79287883e-01
  L  |    0.6 |    4012 |    21 | 1.84e-01 |  2.77e+05 | 5.88844682e-01
  L  |    0.7 |    4212 |    22 | 1.84e-01 |  3.42e+05 | 5.42938532e-01
  L  |    0.7 |    4412 |    23 | 1.84e-01 |  2.29e+05 | 4.78691597e-01
  L  |    0.8 |    4612 |    24 | 1.85e-01 |  1.86e+05 | 4.18202783e-01
  L  |    0.9 |    4812 |    25 | 1.85e-01 |  1.54e+05 | 3.90079454e-01
  L  |    0.9 |    5012 |    26 | 1.85e-01 |  9.24e+04 | 3.16882243e-01
  L  |    1.0 |    5212 |    27 | 1.86e-01 |  2.08e+05 | 3.25667049e-01
  L  |    1.1 |    5412 |    28 | 1.86e-01 |  9.59e+05 | 2.91211648e-01
  L  |    1.1 |    5612 |    29 | 1.86e-01 |  1.03e+05 | 2.14651029e-01
  L  |    1.2 |    5812 |    30 | 1.87e-01 |  2.16e+05 | 1.82890936e-01
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    1.3 |    6012 |    31 | 1.87e-01 |  3.62e+04 | 1.29886865e-01
  L  |    1.4 |    6212 |    32 | 1.87e-01 |  4.01e+04 | 1.07265815e-01
  L  |    1.5 |    6412 |    33 | 1.87e-01 |  1.74e+04 | 7.61534314e-02
  L  |    1.6 |    6612 |    34 | 1.88e-01 |  2.87e+04 | 6.05517575e-02
  L  |    1.7 |    6812 |    35 | 1.88e-01 |  1.85e+04 | 4.79006657e-02
  L  |    1.8 |    7012 |    36 | 1.88e-01 |  3.19e+04 | 1.61909268e-02
  L  |    1.9 |    7212 |    37 | 1.88e-01 |  6.86e+02 | 8.87431040e-03
  L  |    2.0 |    7412 |    38 | 1.88e-01 |  1.30e+02 | 7.26166563e-03
  L  |    2.1 |    7612 |    39 | 1.88e-01 |  7.74e+02 | 6.81784578e-03
  L  |    2.2 |    7812 |    40 | 1.88e-01 |  4.63e+02 | 5.00808431e-03
  L  |    2.3 |    8012 |    41 | 1.88e-01 |  6.98e+01 | 4.58993231e-03
  L  |    2.4 |    8212 |    42 | 1.89e-01 |  2.02e+02 | 4.29486476e-03
  L  |    2.5 |    8412 |    43 | 1.89e-01 |  1.03e+02 | 4.05948113e-03
  L  |    2.6 |    8612 |    44 | 1.89e-01 |  2.02e+01 | 3.47718851e-03
  L  |    2.7 |    8812 |    45 | 1.89e-01 |  3.08e+01 | 3.27999541e-03
  L  |    2.8 |    9012 |    46 | 1.89e-01 |  1.38e+01 | 3.06939743e-03
  L  |    2.9 |    9212 |    47 | 1.89e-01 |  4.33e+00 | 2.90107762e-03
  L  |    3.0 |    9412 |    48 | 1.89e-01 |  5.36e+00 | 2.74499353e-03
  L  |    3.1 |    9612 |    49 | 1.89e-01 |  2.77e+00 | 2.65548969e-03
  L  |    3.2 |    9812 |    50 | 1.89e-01 |  2.31e+00 | 2.50960412e-03
 --- initializing steepest edge multipliers
 --- active pricer: SteepEx
  L  |    3.9 |   10012 |    51 | 1.89e-01 |  1.45e+01 | 2.15369579e-03
  L  |    4.1 |   10212 |    52 | 1.89e-01 |  2.16e+02 | 1.95763221e-03
  L  |    4.3 |   10412 |    53 | 1.89e-01 |  3.61e+01 | 1.62936224e-03
  L  |    4.5 |   10612 |    54 | 1.90e-01 |  2.34e+01 | 1.44448991e-03
  L  |    4.7 |   10812 |    55 | 1.90e-01 |  1.58e+02 | 1.38389117e-03
  L  |    4.9 |   11012 |    56 | 1.90e-01 |  1.75e+01 | 1.26394422e-03
  L  |    5.1 |   11212 |    57 | 1.90e-01 |  1.93e+01 | 1.20077596e-03
  L  |    5.3 |   11412 |    58 | 1.90e-01 |  6.04e+01 | 1.12216271e-03
  L  |    5.5 |   11612 |    59 | 1.90e-01 |  4.93e+00 | 7.58140116e-04
  L  |    5.6 |   11812 |    60 | 1.90e-01 |  7.58e+01 | 5.41713729e-04
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    5.8 |   12012 |    61 | 1.90e-01 |  1.13e+02 | 4.55062699e-04
  L  |    6.0 |   12212 |    62 | 1.90e-01 |  5.04e+01 | 2.35953618e-04
  L  |    6.2 |   12412 |    63 | 1.91e-01 |  1.72e+00 | 1.37432594e-03
  L  |    6.4 |   12612 |    64 | 1.91e-01 |  2.47e+01 | 1.13092278e-03
  L  |    6.6 |   12812 |    65 | 1.91e-01 |  1.18e+01 | 9.86047825e-04
  L  |    6.8 |   13012 |    66 | 1.92e-01 |  3.30e+01 | 7.73633719e-04
  L  |    7.0 |   13212 |    67 | 1.92e-01 |  6.32e+01 | 6.01143636e-04
  L  |    7.3 |   13412 |    68 | 1.93e-01 |  1.15e+02 | 2.20909673e-04
  L  |    7.5 |   13612 |    69 | 1.93e-01 |  1.18e+03 | -6.52166600e-03
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    7.6 |   13656 |    70 | 0.00e+00 |  1.17e-04 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |    9.0 |   13669 |    71 | 2.46e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    9.0 |   13669 |    71 | 0.00e+00 |  2.05e-04 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   10.4 |   13695 |    72 | 1.05e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   10.4 |   13695 |    72 | 0.00e+00 |  1.05e-04 | -1.04857600e+06
  E  |   10.4 |   13706 |    72 | 8.12e-14 |  9.26e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   11.8 |   13707 |    73 | 1.27e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   11.8 |   13707 |    73 | 0.00e+00 |  1.31e-04 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   13.2 |   13720 |    74 | 2.02e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   13.2 |   13720 |    74 | 0.00e+00 |  1.04e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   14.7 |   13727 |    75 | 3.42e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   14.7 |   13727 |    75 | 0.00e+00 |  2.78e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   16.1 |   13733 |    76 | 1.86e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   16.1 |   13733 |    76 | 0.00e+00 |  5.92e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   17.5 |   13740 |    77 | 5.53e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   17.5 |   13740 |    77 | 0.00e+00 |  1.74e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   18.9 |   13750 |    78 | 8.72e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   18.9 |   13750 |    78 | 0.00e+00 |  5.40e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   20.4 |   13761 |    79 | 3.75e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   20.4 |   13761 |    79 | 0.00e+00 |  1.77e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   21.9 |   13766 |    80 | 2.60e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   21.9 |   13766 |    80 | 0.00e+00 |  7.29e-06 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   23.3 |   13772 |    81 | 6.82e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   23.3 |   13772 |    81 | 0.00e+00 |  1.90e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   24.8 |   13782 |    82 | 1.04e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   24.8 |   13782 |    82 | 0.00e+00 |  3.38e-05 | -1.04857600e+06
Caught exception <XSOLVE14 Abort solving due to looping> while solving real LP.

Solving from scratch.
Least squares LP scaling

 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    0.0 |       0 |     1 | 1.00e+07 |  0.00e+00 | 0.00000000e+00
 --- active pricer: Devex
  L  |    0.0 |       0 |     1 | 0.00e+00 |  1.00e+07 | 0.00000000e+00
  L  |    0.0 |      58 |     1 | 0.00e+00 |  1.77e+06 | 0.00000000e+00
  L  |    0.0 |     258 |     2 | 0.00e+00 |  1.72e+06 | 0.00000000e+00
  L  |    0.0 |     458 |     3 | 0.00e+00 |  2.31e+06 | 0.00000000e+00
  L  |    0.0 |     658 |     4 | 0.00e+00 |  2.39e+06 | 0.00000000e+00
  L  |    0.0 |     858 |     5 | 0.00e+00 |  2.25e+06 | 0.00000000e+00
  L  |    0.1 |    1058 |     6 | 0.00e+00 |  1.68e+06 | 0.00000000e+00
  L  |    0.1 |    1258 |     7 | 0.00e+00 |  1.80e+06 | 0.00000000e+00
  L  |    0.1 |    1458 |     8 | 0.00e+00 |  8.14e+05 | 0.00000000e+00
  L  |    0.1 |    1658 |     9 | 0.00e+00 |  6.07e+05 | 0.00000000e+00
  L  |    0.1 |    1858 |    10 | 0.00e+00 |  5.29e+05 | 0.00000000e+00
  L  |    0.1 |    2058 |    11 | 0.00e+00 |  5.38e+05 | 0.00000000e+00
  L  |    0.2 |    2258 |    12 | 4.57e-03 |  4.41e+05 | 5.81664627e-03
  L  |    0.2 |    2458 |    13 | 4.57e-03 |  3.88e+05 | 5.81664627e-03
  L  |    0.2 |    2658 |    14 | 4.57e-03 |  3.48e+05 | 5.81664627e-03
  L  |    0.3 |    2858 |    15 | 4.57e-03 |  3.08e+05 | 5.81664627e-03
  L  |    0.3 |    3058 |    16 | 1.86e-01 |  3.57e+05 | 1.00207764e+00
  L  |    0.4 |    3258 |    17 | 1.86e-01 |  1.85e+05 | 7.82376172e-01
  L  |    0.4 |    3458 |    18 | 1.86e-01 |  1.50e+05 | 6.78408214e-01
  L  |    0.5 |    3658 |    19 | 1.86e-01 |  1.50e+05 | 6.18370029e-01
  L  |    0.5 |    3858 |    20 | 1.86e-01 |  4.03e+05 | 5.47221819e-01
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    0.6 |    4058 |    21 | 1.86e-01 |  2.12e+05 | 4.70401743e-01
  L  |    0.7 |    4258 |    22 | 1.86e-01 |  1.82e+05 | 3.97300090e-01
  L  |    0.7 |    4458 |    23 | 1.87e-01 |  1.01e+05 | 3.49645106e-01
  L  |    0.8 |    4658 |    24 | 1.87e-01 |  1.23e+05 | 3.15250607e-01
  L  |    0.9 |    4858 |    25 | 1.87e-01 |  1.58e+05 | 2.63564792e-01
  L  |    1.0 |    5058 |    26 | 1.87e-01 |  1.19e+05 | 2.18894823e-01
  L  |    1.0 |    5258 |    27 | 1.87e-01 |  9.08e+04 | 1.74869592e-01
  L  |    1.1 |    5458 |    28 | 1.88e-01 |  1.41e+05 | 1.10732324e-01
  L  |    1.2 |    5658 |    29 | 1.88e-01 |  1.37e+05 | 1.07988119e-01
  L  |    1.3 |    5858 |    30 | 1.88e-01 |  5.14e+04 | 1.40104267e-01
  L  |    1.3 |    6058 |    31 | 1.88e-01 |  5.88e+04 | 9.91970926e-02
  L  |    1.4 |    6258 |    32 | 1.88e-01 |  1.81e+04 | 8.35972952e-02
  L  |    1.5 |    6458 |    33 | 1.88e-01 |  4.98e+04 | 5.17744753e-02
  L  |    1.6 |    6658 |    34 | 1.89e-01 |  1.14e+04 | 3.53983656e-02
  L  |    1.7 |    6858 |    35 | 1.89e-01 |  1.43e+04 | 2.66435021e-02
  L  |    1.8 |    7058 |    36 | 1.89e-01 |  4.68e+03 | 1.50697727e-02
  L  |    1.9 |    7258 |    37 | 1.89e-01 |  1.23e+03 | 1.14556626e-02
  L  |    1.9 |    7458 |    38 | 1.89e-01 |  3.70e+01 | 1.09853162e-02
  L  |    2.0 |    7658 |    39 | 1.89e-01 |  2.82e+02 | 7.35420969e-03
  L  |    2.1 |    7858 |    40 | 1.90e-01 |  2.05e+02 | 5.44675500e-03
  L  |    2.2 |    8058 |    41 | 1.90e-01 |  5.25e+01 | 4.82873782e-03
  L  |    2.3 |    8258 |    42 | 1.90e-01 |  5.28e+01 | 4.57398697e-03
  L  |    2.4 |    8458 |    43 | 1.90e-01 |  4.40e+01 | 4.32970413e-03
  L  |    2.5 |    8658 |    44 | 1.90e-01 |  7.84e+02 | 4.16889304e-03
  L  |    2.6 |    8858 |    45 | 1.90e-01 |  1.09e+02 | 3.93749338e-03
  L  |    2.8 |    9058 |    46 | 1.90e-01 |  7.04e+00 | 3.74294920e-03
  L  |    2.9 |    9258 |    47 | 1.90e-01 |  5.29e+00 | 3.52445214e-03
  L  |    3.0 |    9458 |    48 | 1.90e-01 |  8.12e+00 | 3.41794944e-03
  L  |    3.1 |    9658 |    49 | 1.90e-01 |  7.39e+01 | 3.32342373e-03
  L  |    3.2 |    9858 |    50 | 1.90e-01 |  1.74e+01 | 3.21507426e-03
 --- initializing steepest edge multipliers
 --- active pricer: SteepEx
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    4.0 |   10058 |    51 | 1.91e-01 |  3.76e+00 | 3.00753105e-03
  L  |    4.2 |   10258 |    52 | 1.91e-01 |  2.88e+00 | 2.81556290e-03
  L  |    4.4 |   10458 |    53 | 1.91e-01 |  2.24e+00 | 2.65470840e-03
  L  |    4.5 |   10658 |    54 | 1.91e-01 |  2.69e+01 | 2.56115215e-03
  L  |    4.7 |   10858 |    55 | 1.91e-01 |  1.02e+02 | 2.27454349e-03
  L  |    4.9 |   11058 |    56 | 1.91e-01 |  3.45e+02 | 2.06730464e-03
  L  |    5.1 |   11258 |    57 | 1.91e-01 |  7.56e+01 | 1.88848311e-03
  L  |    5.2 |   11458 |    58 | 1.91e-01 |  1.39e+02 | 1.73797596e-03
  L  |    5.4 |   11658 |    59 | 1.91e-01 |  7.75e+01 | 1.61216176e-03
  L  |    5.6 |   11858 |    60 | 1.91e-01 |  9.92e+01 | 1.56606106e-03
  L  |    5.8 |   12058 |    61 | 1.91e-01 |  1.03e+02 | 1.46829532e-03
  L  |    6.1 |   12258 |    62 | 1.92e-01 |  2.80e+02 | 1.31924162e-03
  L  |    6.3 |   12458 |    63 | 1.92e-01 |  1.47e+02 | 1.20006050e-03
  L  |    6.5 |   12658 |    64 | 1.92e-01 |  4.51e+01 | 1.08558348e-03
  L  |    6.7 |   12858 |    65 | 1.93e-01 |  2.00e+00 | 1.97504188e-03
  L  |    6.8 |   13058 |    66 | 1.93e-01 |  1.22e+00 | 1.55029564e-03
  L  |    7.0 |   13258 |    67 | 1.94e-01 |  4.02e+01 | 1.43447781e-03
  L  |    7.2 |   13458 |    68 | 1.95e-01 |  4.15e+01 | 1.22649383e-03
  L  |    7.4 |   13658 |    69 | 1.95e-01 |  3.47e+01 | 1.04635644e-03
  L  |    7.6 |   13858 |    70 | 1.95e-01 |  9.32e-01 | 9.53683191e-04
  L  |    7.8 |   14058 |    71 | 1.96e-01 |  3.77e+01 | 8.63499104e-04
  L  |    8.1 |   14258 |    72 | 1.96e-01 |  1.17e+02 | 8.84165444e-05
  L  |    8.2 |   14366 |    72 | 1.97e-01 |  2.32e+06 | -1.57082216e+01
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    8.3 |   14369 |    73 | 0.00e+00 |  1.67e-04 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |    9.7 |   14380 |    74 | 4.04e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    9.7 |   14380 |    74 | 0.00e+00 |  3.68e-04 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   11.1 |   14399 |    75 | 1.14e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   11.1 |   14399 |    75 | 0.00e+00 |  1.24e-04 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   12.6 |   14407 |    76 | 9.87e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   12.6 |   14407 |    76 | 0.00e+00 |  3.18e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   14.0 |   14426 |    77 | 8.41e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   14.0 |   14426 |    77 | 0.00e+00 |  7.29e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   15.4 |   14451 |    78 | 7.95e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   15.4 |   14451 |    78 | 0.00e+00 |  8.74e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   16.9 |   14468 |    79 | 1.58e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   16.9 |   14468 |    79 | 0.00e+00 |  2.19e-06 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   18.3 |   14470 |    80 | 9.30e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   18.3 |   14470 |    80 | 0.00e+00 |  2.71e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   19.7 |   14492 |    81 | 1.77e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   19.7 |   14492 |    81 | 0.00e+00 |  2.44e-06 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   21.1 |   14499 |    82 | 1.74e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   21.1 |   14499 |    82 | 0.00e+00 |  5.44e-05 | -1.04857600e+06
  E  |   21.1 |   14512 |    82 | 0.00e+00 |  4.39e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   22.6 |   14534 |    83 | 1.21e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   22.6 |   14534 |    83 | 0.00e+00 |  2.30e-06 | -1.04857600e+06
Caught exception <XSOLVE14 Abort solving due to looping> while solving real LP.

Relaxing tolerances.
Least squares LP scaling

 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    0.0 |       0 |     1 | 1.00e+07 |  0.00e+00 | 0.00000000e+00
 --- active pricer: Devex
  L  |    0.0 |       0 |     1 | 0.00e+00 |  1.00e+07 | 0.00000000e+00
  L  |    0.0 |     165 |     1 | 0.00e+00 |  1.80e+06 | 0.00000000e+00
  L  |    0.0 |     365 |     2 | 0.00e+00 |  1.94e+06 | 0.00000000e+00
  L  |    0.0 |     565 |     3 | 0.00e+00 |  2.35e+06 | 0.00000000e+00
  L  |    0.0 |     765 |     4 | 0.00e+00 |  1.77e+06 | 0.00000000e+00
  L  |    0.1 |     965 |     5 | 0.00e+00 |  1.10e+06 | 0.00000000e+00
  L  |    0.1 |    1165 |     6 | 0.00e+00 |  9.41e+05 | 0.00000000e+00
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    0.1 |    1365 |     7 | 0.00e+00 |  8.53e+05 | 0.00000000e+00
  L  |    0.1 |    1565 |     8 | 0.00e+00 |  7.21e+05 | 0.00000000e+00
  L  |    0.1 |    1765 |     9 | 0.00e+00 |  5.96e+05 | 0.00000000e+00
  L  |    0.1 |    1965 |    10 | 0.00e+00 |  5.05e+05 | 0.00000000e+00
  L  |    0.1 |    2165 |    11 | 0.00e+00 |  4.12e+05 | 0.00000000e+00
  L  |    0.2 |    2365 |    12 | 0.00e+00 |  4.36e+05 | 0.00000000e+00
  L  |    0.2 |    2565 |    13 | 8.77e+01 |  5.24e+05 | 1.54256388e+03
  L  |    0.3 |    2765 |    14 | 8.77e+01 |  3.82e+05 | 1.32007904e+03
  L  |    0.3 |    2965 |    15 | 8.79e+01 |  3.31e+05 | 1.10592028e+03
  L  |    0.3 |    3165 |    16 | 8.79e+01 |  3.58e+05 | 9.22924426e+02
  L  |    0.4 |    3365 |    17 | 8.80e+01 |  2.14e+05 | 8.15031085e+02
  L  |    0.4 |    3565 |    18 | 8.80e+01 |  4.08e+05 | 6.40788120e+02
  L  |    0.5 |    3765 |    19 | 8.80e+01 |  1.23e+05 | 5.71629430e+02
  L  |    0.5 |    3965 |    20 | 8.81e+01 |  7.55e+04 | 4.14827489e+02
  L  |    0.5 |    4165 |    21 | 8.81e+01 |  6.18e+04 | 3.30426120e+02
  L  |    0.6 |    4365 |    22 | 8.81e+01 |  4.78e+04 | 2.48330797e+02
  L  |    0.6 |    4565 |    23 | 8.82e+01 |  4.49e+04 | 1.77073967e+02
  L  |    0.7 |    4765 |    24 | 8.82e+01 |  3.84e+04 | 8.45843056e+01
  L  |    0.8 |    4965 |    25 | 8.83e+01 |  7.79e+03 | 5.43222293e+01
  L  |    0.8 |    5165 |    26 | 8.84e+01 |  1.44e+04 | 4.71916785e+01
  L  |    0.9 |    5365 |    27 | 8.85e+01 |  3.00e+04 | 2.85651880e+01
  L  |    1.0 |    5565 |    28 | 8.85e+01 |  5.85e+03 | 1.96014177e+01
  L  |    1.0 |    5765 |    29 | 8.86e+01 |  6.41e+02 | 1.86662219e+01
  L  |    1.1 |    5965 |    30 | 8.87e+01 |  4.76e+03 | 1.56787461e+01
  L  |    1.2 |    6165 |    31 | 8.89e+01 |  1.32e+03 | 1.37118540e+01
  L  |    1.3 |    6365 |    32 | 8.89e+01 |  5.59e+02 | 1.24925162e+01
  L  |    1.4 |    6565 |    33 | 8.90e+01 |  5.19e+02 | 1.00897939e+01
  L  |    1.5 |    6765 |    34 | 8.91e+01 |  2.99e+02 | 8.77996232e+00
  L  |    1.6 |    6965 |    35 | 8.93e+01 |  1.43e+02 | 7.76903078e+00
  L  |    1.7 |    7165 |    36 | 8.94e+01 |  2.18e+03 | 6.61288029e+00
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    1.8 |    7365 |    37 | 8.96e+01 |  5.57e+01 | 6.17632120e+00
  L  |    1.9 |    7565 |    38 | 8.97e+01 |  5.23e+01 | 5.26302911e+00
  L  |    2.0 |    7765 |    39 | 8.98e+01 |  3.66e+01 | 5.08718645e+00
  L  |    2.0 |    7965 |    40 | 9.00e+01 |  4.37e+01 | 4.66736787e+00
  L  |    2.1 |    8165 |    41 | 9.01e+01 |  4.11e+01 | 4.44762553e+00
  L  |    2.2 |    8365 |    42 | 9.03e+01 |  2.08e+02 | 4.29879583e+00
  L  |    2.4 |    8565 |    43 | 9.04e+01 |  2.27e+01 | 3.86931277e+00
  L  |    2.5 |    8765 |    44 | 9.05e+01 |  1.01e+01 | 3.36919886e+00
  L  |    2.6 |    8965 |    45 | 9.05e+01 |  4.59e+01 | 3.02599680e+00
  L  |    2.7 |    9165 |    46 | 9.07e+01 |  8.97e+00 | 2.93568472e+00
  L  |    2.8 |    9365 |    47 | 9.09e+01 |  7.99e+00 | 2.67685636e+00
  L  |    2.9 |    9565 |    48 | 9.10e+01 |  7.81e+00 | 2.49572778e+00
  L  |    3.0 |    9765 |    49 | 9.11e+01 |  1.63e+01 | 2.27783490e+00
  L  |    3.1 |    9965 |    50 | 9.13e+01 |  5.21e+00 | 2.23447321e+00
 --- initializing steepest edge multipliers
 --- active pricer: SteepEx
  L  |    3.9 |   10165 |    51 | 9.14e+01 |  1.43e+00 | 2.04404780e+00
  L  |    4.0 |   10365 |    52 | 9.14e+01 |  1.03e+01 | 1.53864269e+00
